id,pair,source_filter,blocked_direction,flip_direction,entry_price,pnl_pct,peak_pct,trough_pct,exit_reason,is_paper,entry_at,exit_at,entry_cohort,entry_gap,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_adx_delta,entry_pos_di,entry_neg_di,entry_ema_gap_5_8,entry_ema_gap_8_13,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_atr_pct,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_range_position,entry_btc_adx,entry_btc_rsi,entry_btc_ema20_slope,entry_btc_1h_slope,entry_btc_dist_from_ema13_pct,entry_btc_trend_gap_pct,entry_macro_trend,entry_btc_regime,entry_ema20_slope,entry_ema50_slope,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_pair_volume_24h_usd,entry_pair_rank,entry_quality_score,entry_btc_adx_prev,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev
806,INJUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,4.655,0.5156,0.5156,-0.3008,horizon,True,2026-07-30T02:03:20.641500,2026-07-30T02:48:20.975302,,0.4392,62.57,67.93,27.9816,27.197,0.7846,29.629855030712772,13.255566429053411,0.0926,0.1658,0.0127,0.0127,0.3232,0.6405,0.2713,84.6,27.8193,69.6,0.1512,0.0241,0.3388,0.1953,BULLISH,HEALTHY_BULL,0.1724,0.4241,,,,,,,2,26.2215,69.2,58.2,0.1731,53.8,53.9
801,1000SHIBUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.004664,0.5004,0.7504,0.0,trail,True,2026-07-30T02:03:20.582407,2026-07-30T02:15:25.937621,,0.1466,57.54,60.74,19.4417,18.4611,0.9806,25.443588820308076,13.052084129829,0.0313,0.0526,0.0461,0.0461,0.2832,0.1622,0.1301,75.4,27.8193,69.6,0.1512,0.0241,0.3388,0.1953,BULLISH,HEALTHY_BULL,0.0645,0.1147,,,,,,,1,26.2215,69.2,58.2,0.1731,53.8,53.9
803,UNIUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,4.021,0.3469,0.5969,-0.4476,trail,True,2026-07-30T02:03:20.570014,2026-07-30T02:27:10.957337,,0.4285,57.84,63.19,30.0286,29.1296,0.8989,26.442733898738506,10.875616998835435,0.0899,0.1681,0.0866,-0.0865,0.4343,0.6398,0.1714,62.5,27.8193,69.6,0.1512,0.0241,0.3388,0.1953,BULLISH,HEALTHY_BULL,0.1583,0.401,,,,,,,3,26.2215,69.2,58.2,0.1731,53.8,53.9
804,ADAUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.1639,-0.7,0.122,-0.7322,sl,True,2026-07-30T02:03:20.540879,2026-07-30T02:35:09.030970,,0.4464,61.78,74.35,30.6506,29.9124,0.7382,29.23251766421378,12.454549721234462,0.0984,0.1745,0.0251,-0.0251,0.3392,0.3733,0.2479,75.8,27.8193,69.6,0.1512,0.0241,0.3388,0.1953,BULLISH,HEALTHY_BULL,0.1801,0.2561,,,,,,,2,26.2215,69.2,58.2,0.1731,53.8,53.9
805,HYPEUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,54.227,-0.1918,0.0387,-0.4924,horizon,True,2026-07-30T02:03:20.533906,2026-07-30T02:48:20.971488,,0.1943,55.81,61.08,20.8425,20.4991,0.3433,25.110045637552243,14.968016748057957,0.0373,0.071,0.0081,-0.0081,0.2816,0.293,0.1002,75.1,27.8193,69.6,0.1512,0.0241,0.3388,0.1953,BULLISH,HEALTHY_BULL,0.0722,0.1863,,,,,,,2,26.2215,69.2,58.2,0.1731,53.8,53.9
800,HYPEUSDT,PASS:MOMENTUM_SHORT_DEEPGAP,SHORT,SHORT,53.219,-0.7,0.0376,-0.7009,sl,True,2026-07-29T21:22:53.331783,2026-07-29T21:57:59.618543,,0.5122,32.18,32.89,30.093,29.6289,0.4641,13.970853139410824,29.77456807752359,0.1229,0.1602,0.1573,-0.1571,0.4324,-1.0248,-0.4396,18.0,33.3235,41.9,-0.067,-0.2701,-0.0675,-0.4366,BEARISH,STRONG_BEAR,-0.2215,-0.604,,,,,,,3,33.3586,40.2,40.2,0.2473,40.2,40.7
797,XLMUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.17276,-0.7,0.2257,-0.7409,sl,True,2026-07-29T19:00:10.592737,2026-07-29T19:21:10.375117,,0.0673,54.23,53.53,16.6953,17.9486,-1.2533,19.431074750869833,19.58810141071854,0.0105,0.0198,0.034,0.034,0.2965,0.0371,0.0643,42.3,25.5491,62.3,0.1673,0.014,0.2919,0.2342,BULLISH,HEALTHY_BULL,0.0317,0.0462,,,,,,,0,25.4617,68.6,51.2,0.3092,56.2,52.5
793,SUIUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.6957,-0.7,0.1294,-0.7043,sl,True,2026-07-29T18:56:28.032805,2026-07-29T19:10:57.708798,,0.5906,68.36,69.69,30.2078,29.6892,0.5186,29.810503500666847,13.724637948205112,0.1567,0.2119,0.156,0.1562,0.3752,0.6206,0.5257,87.9,25.5491,64.8,0.1744,0.0205,0.3556,0.242,BULLISH,HEALTHY_BULL,0.2703,0.4396,,,,,,,1,25.4617,68.6,51.2,0.2987,56.8,52.5
792,AAVEUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,99.79,-0.7,0.2405,-0.7015,sl,True,2026-07-29T18:50:56.782371,2026-07-29T19:08:06.734235,,0.2101,58.11,55.43,16.2507,17.3958,-1.1452,22.431809478916882,21.828335114499385,0.0454,0.0607,0.1888,0.1891,0.4794,0.502,0.2954,60.4,24.7948,63.4,0.151,0.0096,0.3322,0.1871,BULLISH,HEALTHY_BULL,0.1132,0.3983,,,,,,,2,25.2303,66.1,51.9,0.2928,55.7,52.5
791,SOLUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,74.16,0.2085,0.4585,-0.0674,trail,True,2026-07-29T18:49:04.095092,2026-07-29T18:56:03.737031,,0.3793,64.43,61.79,29.0642,29.6801,-0.6159,25.447682227082808,16.5947601431193,0.0872,0.1351,0.1676,0.1679,0.3543,0.4308,0.3908,81.7,25.1537,63.7,0.1104,0.005,0.3534,0.1384,BULLISH,HEALTHY_BULL,0.1762,0.3392,,,,,,,2,25.7619,63.1,59.5,0.3054,55.2,52.5
788,ADAUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.1666,0.5903,0.8403,-0.12,trail,True,2026-07-29T18:47:14.169347,2026-07-29T18:49:46.632583,,0.5448,67.04,62.14,30.167,30.7599,-0.5929,22.967065873872137,14.542610044583945,0.118,0.1902,0.2212,0.2217,0.4694,0.7746,0.5308,91.4,25.0116,63.9,0.1116,0.0057,0.3635,0.1396,BULLISH,HEALTHY_BULL,0.234,0.573,,,,,,,1,25.7619,63.1,59.5,0.3003,55.3,52.5
798,DOGEUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.07084,-0.7,0.2541,-0.7058,sl,True,2026-07-29T18:47:14.164380,2026-07-29T19:26:00.180645,,0.2654,61.91,60.19,23.2923,23.6034,-0.3112,26.111981971841814,17.682684157383843,0.0656,0.0929,0.1192,0.1193,0.306,0.2959,0.278,69.5,25.0116,63.9,0.1116,0.0057,0.3635,0.1396,BULLISH,HEALTHY_BULL,0.1305,0.2317,,,,,,,3,25.7619,63.1,59.5,0.3003,55.3,52.5
796,PENGUUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.005855,-0.7,0.427,-0.8027,sl,True,2026-07-29T18:45:23.797508,2026-07-29T19:21:10.372489,,0.2216,57.49,52.5,23.5583,25.3104,-1.7521,22.26485863120051,22.615623032917494,0.0414,0.0754,0.1509,0.1511,0.4134,0.2438,0.2681,63.1,25.7701,64.5,0.0536,0.0043,0.4507,0.1074,BULLISH,HEALTHY_BULL,0.1031,0.2409,,,,,,,2,26.5785,55.4,66.5,0.3122,55.1,52.5
799,LTCUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,45.52,-0.7,0.1757,-0.725,sl,True,2026-07-29T18:45:23.758692,2026-07-29T19:26:06.510408,,0.17,61.12,55.25,30.2018,30.9624,-0.7606,28.98502938319255,19.197118046399737,0.035,0.0513,0.1398,0.14,0.2514,0.3075,0.2264,57.6,25.7701,64.5,0.0536,0.0043,0.4507,0.1074,BULLISH,HEALTHY_BULL,0.0834,0.2346,,,,,,,0,26.5785,55.4,66.5,0.3122,55.1,52.5
795,AVAXUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,6.463,-0.7,0.3559,-0.7891,sl,True,2026-07-29T18:45:23.749540,2026-07-29T19:21:10.370018,,0.3435,64.88,61.65,28.9453,29.6731,-0.7278,27.830811811276433,18.754017670559776,0.0743,0.1201,0.1424,0.1426,0.3072,0.4789,0.3374,72.6,25.7701,64.5,0.0536,0.0043,0.4507,0.1074,BULLISH,HEALTHY_BULL,0.1537,0.3616,,,,,,,2,26.5785,55.4,66.5,0.3122,55.1,52.5
794,TAOUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,193.06,-0.7,0.3056,-0.7044,sl,True,2026-07-29T18:45:23.743565,2026-07-29T19:20:24.657578,,0.2114,58.43,50.74,21.7975,22.992,-1.1945,25.76241154759237,22.722651824065814,0.0415,0.0733,0.1656,0.1659,0.3862,0.1829,0.281,59.0,25.7701,64.5,0.0536,0.0043,0.4507,0.1074,BULLISH,HEALTHY_BULL,0.0905,0.1986,,,,,,,2,26.5785,55.4,66.5,0.3122,55.1,52.5
789,PUMPUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.001899,0.5399,0.7899,0.0,trail,True,2026-07-29T18:45:23.740294,2026-07-29T18:50:19.423104,,0.1315,55.38,46.3,16.2741,16.6155,-0.3415,25.817721948858225,20.35339568517342,0.0377,0.046,0.3076,0.3086,0.7109,0.1559,0.3927,57.1,25.7701,64.5,0.0536,0.0043,0.4507,0.1074,BULLISH,HEALTHY_BULL,0.0593,0.1788,,,,,,,1,26.5785,55.4,66.5,0.3122,55.1,52.5
790,LINKUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,8.401,0.2261,0.4761,-0.1071,trail,True,2026-07-29T18:45:23.734306,2026-07-29T18:56:03.734430,,0.4547,66.86,61.48,30.9219,31.4,-0.4781,28.981551658645976,17.49815805890018,0.1131,0.163,0.2354,0.2359,0.3609,0.4497,0.5129,88.9,25.7701,64.5,0.0536,0.0043,0.4507,0.1074,BULLISH,HEALTHY_BULL,0.2065,0.3486,,,,,,,2,26.5785,55.4,66.5,0.3122,55.1,52.5
787,VANRYUSDT,PASS:MOMENTUM_SHORT_DEEPGAP,SHORT,SHORT,0.004397,0.5233,0.7733,-0.0455,trail,True,2026-07-29T00:23:38.184651,2026-07-29T00:26:30.221784,,0.7729,35.55,30.09,39.1553,38.3615,0.7938,8.575095711088036,25.369132759284984,0.2168,0.2507,0.3613,-0.36,0.7489,-1.9231,-0.8253,13.6,31.6222,66.7,0.0698,0.0522,0.1555,0.0922,BULLISH,STRONG_BULL,-0.3682,-1.1134,,,,,,,2,30.2671,69.0,62.3,0.1329,55.3,52.7
786,INJUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,4.609,-0.1736,0.3255,-0.3038,horizon,True,2026-07-28T19:55:42.011735,2026-07-28T20:40:42.338356,,0.1963,53.93,49.37,20.1389,21.266,-1.1272,25.28150339386427,28.216262718061934,0.013,0.0886,0.0374,-0.0374,0.3567,0.0604,0.0641,52.3,21.7385,57.5,0.0224,0.0034,0.1048,0.0811,BULLISH,HEALTHY_BULL,0.023,0.091,,,,,,,2,21.0935,56.9,50.8,0.1255,51.1,48.7
785,ONDOUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.4053,-0.7,0.3454,-0.7155,sl,True,2026-07-28T19:55:41.961859,2026-07-28T20:24:38.462209,,0.2742,59.89,56.78,15.324,15.873,-0.549,20.50800158084446,17.404218363813495,0.0865,0.1147,0.113,0.1131,0.3563,0.1995,0.3146,93.0,21.7385,57.5,0.0224,0.0034,0.1048,0.0811,BULLISH,HEALTHY_BULL,0.118,0.1348,,,,,,,3,21.0935,56.9,50.8,0.1255,51.1,48.7
783,ZAMAUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.06176,-0.7,0.1619,-0.761,sl,True,2026-07-28T19:36:42.123166,2026-07-28T20:03:08.328001,,0.3684,56.78,56.81,20.3437,20.0074,0.3363,24.829948657034794,14.988526523986343,0.0956,0.1173,0.1088,0.109,0.7224,0.56,0.3222,70.1,20.8272,57.2,0.0236,0.0009,0.0836,0.0863,BULLISH,HEALTHY_BULL,0.1532,0.2813,,,,,,,5,19.4524,57.8,53.8,0.1248,50.8,48.7
784,TAOUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,192.17,0.7439,0.9939,-0.0624,trail,True,2026-07-28T19:36:42.116933,2026-07-28T20:03:15.351590,,0.3285,68.89,64.25,30.8568,30.3077,0.549,32.59476524327055,14.645945551756673,0.0946,0.1154,0.1714,0.1717,0.2658,0.5338,0.3822,89.0,20.8272,57.2,0.0236,0.0009,0.0836,0.0863,BULLISH,HEALTHY_BULL,0.1476,0.3385,,,,,,,3,19.4524,57.8,53.8,0.1248,50.8,48.7
782,AAVEUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,101.26,0.303,0.553,-0.0593,trail,True,2026-07-28T19:36:42.102662,2026-07-28T20:00:46.573882,,0.2367,58.79,57.02,34.1627,33.1853,0.9774,30.077981454329215,10.881154070523225,0.0505,0.0833,0.0702,0.0702,0.3709,0.6128,0.2041,79.3,20.8272,57.2,0.0236,0.0009,0.0836,0.0863,BULLISH,HEALTHY_BULL,0.1024,0.4357,,,,,,,2,19.4524,57.8,53.8,0.1248,50.8,48.7
781,LAUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.06409,-0.7,0.3901,-0.9206,sl,True,2026-07-28T19:36:42.073822,2026-07-28T19:55:06.036065,,0.3686,55.22,64.52,34.4635,34.6873,-0.2238,23.67040576733658,12.315457539424111,0.0642,0.1426,0.1371,-0.1369,0.6629,0.3635,0.0697,58.0,20.8272,57.2,0.0236,0.0009,0.0836,0.0863,BULLISH,HEALTHY_BULL,0.1474,0.2752,,,,,,,4,19.4524,57.8,53.8,0.1248,50.8,48.7
780,HYPEUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,55.26,0.3273,0.5773,-0.4687,trail,True,2026-07-28T19:36:42.060332,2026-07-28T19:47:45.867710,,0.1331,55.43,52.08,17.5289,17.6823,-0.1534,24.17051336408226,17.670806184202966,0.0311,0.0617,0.0493,0.0494,0.3334,0.1491,0.1422,77.8,20.8272,57.2,0.0236,0.0009,0.0836,0.0863,BULLISH,HEALTHY_BULL,0.0349,0.1175,,,,,,,2,19.4524,57.8,53.8,0.1248,50.8,48.7
779,EULUSDT,PASS:MOMENTUM_SHORT_DEEPGAP,SHORT,SHORT,1.5285,0.2865,0.5365,-0.314,trail,True,2026-07-28T17:35:02.243248,2026-07-28T17:44:45.653005,,0.7511,38.15,42.97,30.2932,30.2716,0.0216,13.761044867985728,25.881327462255232,0.1132,0.2113,0.425,-0.4233,0.9978,-1.9156,-0.7461,25.3,23.7713,39.9,-0.049,0.067,-0.2419,0.2044,BEARISH,HEALTHY_BEAR,-0.2842,-1.2359,,,,,,,1,24.4162,45.1,61.7,0.1824,46.9,55.7
775,FETUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.1422,-0.7,0.1406,-0.7032,sl,True,2026-07-28T16:51:11.398009,2026-07-28T17:10:13.717200,,0.2497,61.35,58.83,31.3431,31.581,-0.2379,23.4290901231831,13.10722170728005,0.0268,0.0657,0.1585,0.1587,0.3871,0.6013,0.2513,74.2,30.1786,65.0,0.0774,0.0215,0.16,0.365,BULLISH,STRONG_BULL,0.1123,0.4342,,,,,,,0,29.6428,63.4,59.6,0.1842,54.1,53.2
778,XLMUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.17244,-0.5277,0.3595,-0.5915,horizon,True,2026-07-28T16:51:11.388721,2026-07-28T17:36:11.862983,,0.176,59.72,58.22,29.4324,29.8417,-0.4093,26.329271075018006,16.099102456070348,0.0175,0.0535,0.0788,0.0789,0.2616,0.3987,0.1499,85.6,30.1786,65.0,0.0774,0.0215,0.16,0.365,BULLISH,STRONG_BULL,0.07,0.29,,,,,,,1,29.6428,63.4,59.6,0.1842,54.1,53.2
777,SUIUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.6901,-0.3912,0.3623,-0.4057,horizon,True,2026-07-28T16:47:23.885109,2026-07-28T17:32:24.215392,,0.2038,56.54,57.38,30.5551,30.0593,0.4958,26.847260700513626,12.345841735531511,0.0241,0.063,0.0008,0.0008,0.2936,0.4831,0.0879,78.4,29.6584,61.4,0.0632,0.0102,0.1036,0.3561,BULLISH,STRONG_BULL,0.0874,0.335,,,,,,,1,29.229,62.8,66.0,0.1913,52.4,53.2
771,ZAMAUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.0602,0.2317,0.4817,0.0,trail,True,2026-07-28T16:43:34.612708,2026-07-28T16:46:48.788569,,0.2328,50.65,53.75,16.5564,16.9205,-0.3641,25.845926112211103,20.380442452906433,0.09,0.1328,0.1348,-0.1346,0.9488,-0.6912,0.088,68.9,29.078,62.7,0.0539,0.0135,0.1426,0.3559,BULLISH,STRONG_BULL,0.0913,-0.4644,,,,,,,0,28.743,59.1,61.1,0.1992,52.9,53.2
776,SOLUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,74.24,-0.6466,0.4041,-0.66,horizon,True,2026-07-28T16:41:40.507743,2026-07-28T17:26:40.902363,,0.2253,60.41,54.5,33.0821,33.5162,-0.4342,27.071482232533388,15.414253424567883,0.013,0.0637,0.0792,0.0793,0.2786,0.636,0.156,76.2,28.7489,60.6,0.048,0.0076,0.0894,0.3495,BULLISH,STRONG_BULL,0.0707,0.4426,,,,,,,0,28.743,59.1,61.1,0.1938,52.0,53.2
772,OPUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.0884,0.2025,0.4525,-0.1131,trail,True,2026-07-28T16:33:57.876488,2026-07-28T16:49:03.467718,,0.3614,60.88,61.7,26.4575,25.737,0.7205,24.7913385986449,11.713928864531656,0.0525,0.1218,0.0677,0.0677,0.4287,0.65,0.2423,81.3,28.9897,60.5,0.06,0.0062,0.0867,0.3683,BULLISH,STRONG_BULL,0.1379,0.4748,,,,,,,2,29.2409,59.1,66.0,0.2124,51.7,53.2
774,AVAXUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,6.529,0.3676,0.5054,-0.0919,horizon,True,2026-07-28T16:18:40.801509,2026-07-28T17:03:40.854265,,0.4008,57.76,61.45,34.7408,35.6193,-0.8786,31.210431109287494,19.40693704640273,0.0177,0.155,0.0887,-0.0886,0.3623,0.7053,0.084,62.5,28.279,61.9,0.0779,0.0018,0.0995,0.3699,BULLISH,STRONG_BULL,0.1012,0.5839,,,,,,,2,28.2097,61.1,68.4,0.2165,51.1,53.2
757,ADAUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.1583,0.3185,0.5685,-0.0632,trail,True,2026-07-28T16:09:08.321257,2026-07-28T16:20:39.743929,,0.4757,60.44,71.53,33.0084,32.0106,0.9977,33.33325096254275,12.335376359239564,0.1029,0.1882,0.0814,-0.0813,0.406,0.4433,0.2097,68.8,28.1748,62.2,0.1196,0.0014,0.1299,0.3745,BULLISH,STRONG_BULL,0.2012,0.3013,,,,,,,2,27.8779,66.0,67.1,0.2358,51.0,53.2
773,DOGEUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.0708,0.4379,0.4661,-0.2401,horizon,True,2026-07-28T16:09:08.309888,2026-07-28T16:54:08.675363,,0.4574,67.5,68.78,31.4603,30.4649,0.9954,30.37895457098231,11.696991598412703,0.0775,0.1714,0.0219,0.0219,0.3227,0.5934,0.2711,80.3,28.1748,62.2,0.1196,0.0014,0.1299,0.3745,BULLISH,STRONG_BULL,0.1744,0.4541,,,,,,,2,27.8779,66.0,67.1,0.2358,51.0,53.2
765,BCHUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,214.35,-0.7,0.1773,-0.7045,sl,True,2026-07-28T16:03:23.459008,2026-07-28T16:30:49.687780,,0.5936,68.26,70.36,34.7416,34.9457,-0.2041,30.026301214825285,15.437798246886153,0.127,0.2378,0.0056,0.0056,0.3463,0.4792,0.3707,86.1,27.8699,68.0,0.1413,0.0133,0.2707,0.3785,BULLISH,HEALTHY_BULL,0.223,0.3509,,,,,,,1,26.9384,69.1,65.5,0.2418,52.9,53.2
759,OPUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.0883,0.203,0.453,-0.3398,trail,True,2026-07-28T16:01:29.279778,2026-07-28T16:22:08.872807,,0.5169,62.61,59.71,25.2532,25.1921,0.0611,22.911581629768406,13.442463172067477,0.099,0.1924,0.0744,0.0744,0.449,0.6241,0.3663,89.5,27.8447,69.4,0.1444,0.0164,0.2984,0.3818,BULLISH,HEALTHY_BULL,0.1846,0.436,,,,,,,1,26.9384,69.1,65.5,0.241,53.4,53.2
