id,pair,source_filter,blocked_direction,flip_direction,entry_price,pnl_pct,peak_pct,trough_pct,exit_reason,is_paper,entry_at,exit_at,entry_cohort,entry_gap,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_adx_delta,entry_pos_di,entry_neg_di,entry_ema_gap_5_8,entry_ema_gap_8_13,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_atr_pct,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_range_position,entry_btc_adx,entry_btc_rsi,entry_btc_ema20_slope,entry_btc_1h_slope,entry_btc_dist_from_ema13_pct,entry_btc_trend_gap_pct,entry_macro_trend,entry_btc_regime,entry_ema20_slope,entry_ema50_slope,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_pair_volume_24h_usd,entry_pair_rank,entry_quality_score,entry_btc_adx_prev,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev
143,XPLUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.0923,-0.065,0.2167,-0.4875,horizon,True,2026-07-10T16:47:22.580194,2026-07-10T17:32:22.765987,,0.0675,56.54,44.98,15.2903,16.3537,-1.0634,20.823417292069433,20.221901943728316,0.0994,0.0378,0.3933,0.3949,0.5786,-0.6047,0.5327,86.7,23.9761,43.2,-0.0514,0.0409,-0.0616,-0.1937,BEARISH,HEALTHY_BEAR,0.0452,-0.4576,1.0351,0.4855,28.2,51.3,28202314.67764,49,0,23.3253,41.7,51.2,0.1724,53.4,55.7
138,ARBUSDT,PASS:MOMENTUM_SHORT_DEEPGAP,SHORT,SHORT,0.09007,-0.7,0.0444,-0.755,sl,True,2026-07-10T16:40:17.006085,2026-07-10T16:52:34.561905,,0.6083,30.02,30.56,33.6995,32.5799,1.1196,10.722262420553204,30.719431297126746,0.1649,0.201,0.4032,-0.4015,0.5055,-1.0904,-0.7657,4.9,22.5108,35.9,-0.0379,0.03,-0.1952,-0.1876,BEARISH,HEALTHY_BEAR,-0.2796,-0.695,,,,,,,2,21.6015,45.9,43.4,0.1783,51.5,55.7
137,DOTUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.879,-0.7,0.3413,-0.7964,sl,True,2026-07-10T16:37:15.375998,2026-07-10T16:50:59.226832,,0.2237,59.75,49.12,18.3382,17.7013,0.6369,26.9044070920367,15.592537646689308,0.1099,0.0927,0.2268,0.2273,0.4284,-0.0807,0.4305,86.7,21.3532,40.7,-0.0271,0.0418,-0.0979,-0.1758,BEARISH,HEALTHY_BEAR,0.1117,-0.0935,1.1907,0.8175,33.3,43.6,68069825.975,31,2,21.6015,45.9,43.4,0.1626,53.5,55.7
141,HYPEUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,67.8,0.233,0.323,-0.264,horizon,True,2026-07-10T16:37:15.318289,2026-07-10T17:22:15.832778,,0.0908,55.56,49.06,21.7371,22.854,-1.1169,23.138593869346465,20.023233739699904,0.0605,0.0483,0.097,0.0971,0.2904,-0.3899,0.2061,90.5,21.3532,40.7,-0.0271,0.0418,-0.0979,-0.1758,BEARISH,HEALTHY_BEAR,0.0478,-0.2866,1.1907,0.8344,33.3,43.6,451944367.70532,7,0,21.6015,45.9,43.4,0.1626,53.5,55.7
135,LITUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,2.5155,1.0937,1.3437,-0.0159,trail,True,2026-07-10T16:29:08.857071,2026-07-10T16:39:19.732775,,0.5975,61.77,60.97,21.5863,21.0247,0.5617,22.89888873065434,12.634114702402302,0.2363,0.2377,0.2373,0.2379,0.6984,0.0853,0.7135,79.5,22.3112,44.6,-0.0121,0.0493,-0.0395,-0.1651,NEUTRAL,CHOPPY_FLAT,0.295,-0.0242,1.0588,1.4019,33.3,41.0,55415398.27255,35,1,22.9941,44.3,45.5,0.1742,54.9,55.7
136,WLDUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.3869,0.6546,0.9046,-0.2068,trail,True,2026-07-10T16:27:01.546360,2026-07-10T16:40:57.046336,,0.3468,59.54,67.82,22.8732,24.011,-1.1378,24.411155037817313,20.760428539597658,0.1352,0.143,0.0763,0.0764,0.4375,-0.1137,0.355,76.2,22.3112,44.1,-0.013,0.0485,-0.0473,-0.166,NEUTRAL,CHOPPY_FLAT,0.1971,-0.1028,0.9253,1.2655,28.2,48.7,128362995.6574,20,2,22.9941,44.3,45.5,0.1719,54.8,55.7
133,AAVEUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,95.55,0.357,0.607,-0.0837,trail,True,2026-07-10T15:59:43.892519,2026-07-10T16:11:03.076235,,0.2151,59.94,53.55,17.5721,18.3566,-0.7846,22.082950493343123,19.050306165793202,0.0846,0.0972,0.2118,0.2123,0.4008,-0.1573,0.3945,92.2,26.1247,42.5,-0.0379,0.1252,-0.0663,-0.1986,BEARISH,HEALTHY_BEAR,0.0902,-0.0966,0.9045,0.4767,17.9,71.8,100458508.408,23,2,26.311,43.8,49.7,0.1924,54.9,53.0
134,LTCUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,44.67,-0.0448,0.1791,-0.2015,horizon,True,2026-07-10T15:43:34.931970,2026-07-10T16:28:35.567667,,0.2521,62.9,65.82,20.2128,19.4515,0.7612,30.383420466304422,16.321345913565118,0.086,0.0999,0.0458,0.0458,0.2227,0.1249,0.2319,85.7,25.9226,37.7,-0.0473,0.1176,-0.1846,-0.1985,BEARISH,HEALTHY_BEAR,0.1178,0.0627,0.9389,0.5843,12.8,71.8,40490724.73,38,3,25.7152,41.4,37.7,0.2138,53.7,53.0
132,BTCUSDT,SPIKE_REV_BTC,SHORT,LONG,63880.4,0.3705,0.4656,-0.1324,horizon,True,2026-07-10T14:33:00.550692,2026-07-10T15:18:01.429747,,,,,,,,,,,,,,,,,,,,,,,,BEARISH,HEALTHY_BEAR,,,,,,,,,,,,,,,
128,DOTUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.886,0.6529,0.9029,-0.1129,trail,True,2026-07-10T14:08:26.638034,2026-07-10T14:19:35.382644,,0.2602,62.04,62.04,24.0661,23.1941,0.872,20.639940234611025,9.846799386481203,0.0882,0.0953,0.0779,0.078,0.4457,0.5082,0.2617,80.0,20.6731,45.2,0.0019,0.2395,-0.1146,0.0303,NEUTRAL,CHOPPY_FLAT,0.1189,0.2878,1.25,0.8273,25.6,43.6,63524175.929,31,2,21.5689,48.5,48.4,0.1873,64.1,71.7
129,DOGEUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,0.07437,0.7585,1.0085,0.0,trail,True,2026-07-10T14:02:22.571037,2026-07-10T14:23:50.268766,,0.1593,62.2,65.34,15.5343,15.584,-0.0497,20.27909549185968,15.02319543755227,0.0725,0.0638,0.1005,0.1006,0.2116,0.0028,0.237,80.6,22.8023,59.0,0.07,0.2706,0.1533,0.0688,BULLISH,HEALTHY_BULL,0.0847,-0.0315,1.1005,1.2833,59.0,33.3,188476914.61565,14,0,21.9837,57.8,42.0,0.1744,72.0,71.7
130,ONDOUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,0.329,0.9354,1.1854,-0.2432,trail,True,2026-07-10T13:58:18.710914,2026-07-10T14:24:11.402545,,0.224,56.92,62.22,18.8293,18.8345,-0.0053,24.18005942353726,16.54053848771698,0.0764,0.0721,0.0293,0.0293,0.3699,0.4288,0.1779,62.5,22.3153,56.8,0.0797,0.284,0.1298,0.0493,BULLISH,HEALTHY_BULL,0.1335,0.2295,1.1415,1.345,59.0,25.6,32549460.25274,44,2,21.0749,65.9,34.1,0.1779,71.4,68.0
126,TAGUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,0.001066,0.8757,1.1257,0.0,trail,True,2026-07-10T13:58:18.630833,2026-07-10T13:59:05.337719,,0.3908,52.23,51.09,22.939,23.3227,-0.3837,20.177161713811284,14.035714095779959,0.3343,0.1108,0.196,0.1964,2.3019,0.7724,0.6427,49.6,22.3153,56.8,0.0797,0.284,0.1298,0.0493,BULLISH,HEALTHY_BULL,0.3802,0.1995,1.1415,0.704,59.0,25.6,244433665.148239,11,2,21.0749,65.9,34.1,0.1779,71.4,68.0
131,BTCUSDT,SPIKE_REV_BTC,LONG,SHORT,64566.7,0.7237,0.9737,-0.1727,trail,True,2026-07-10T13:52:00.508513,2026-07-10T14:28:28.258868,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,HEALTHY_BULL,,,,,,,,,,,,,,,
127,ICPUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,2.319,0.3537,0.6037,-0.1725,trail,True,2026-07-10T13:47:11.797896,2026-07-10T14:16:12.712139,,0.0827,58.89,58.82,24.0048,25.0031,-0.9983,25.889249173082344,20.746902030930364,0.105,0.0368,0.2623,0.263,0.3064,-0.3252,0.4052,58.5,18.9708,62.3,0.0348,0.2886,0.2646,-0.0044,BULLISH,HEALTHY_BULL,0.0967,-0.2839,0.9938,2.092,61.5,25.6,27332745.75,47,0,18.7389,54.6,32.1,0.1585,71.9,68.0
125,THEUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.05814,0.4208,0.6708,-0.0516,trail,True,2026-07-10T13:27:54.125172,2026-07-10T13:44:35.948156,,0.1233,60.32,52.67,21.5641,19.5051,2.059,30.722394552347858,10.701608477179112,0.0831,0.044,0.3663,0.3677,0.5622,-0.1017,0.4952,56.5,20.0113,35.1,-0.0575,0.2414,-0.1824,-0.0458,BEARISH,HEALTHY_BEAR,0.0704,-0.1096,0.8025,1.6934,25.6,59.0,34994418.872006,42,0,19.6917,42.8,37.0,0.1269,63.7,68.0
124,DEXEUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,34.47,-0.7,0.2901,-0.9864,sl,True,2026-07-10T13:19:49.156801,2026-07-10T13:24:25.410314,,0.1762,54.2,51.97,18.8076,18.8435,-0.0359,24.125338317836253,16.647337076780598,0.0683,0.0536,0.1904,0.1907,0.9657,-0.0163,0.3128,61.4,19.8339,32.1,-0.0527,0.2444,-0.191,-0.0191,BEARISH,HEALTHY_BEAR,0.1081,0.0403,0.9545,0.726,17.9,69.2,173296408.74104,16,2,19.5332,35.5,42.4,0.1227,64.5,68.0
123,SUIUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.74,0.3581,0.6081,0.0,trail,True,2026-07-10T12:40:24.784133,2026-07-10T13:04:47.345604,,0.1457,55.29,56.8,20.4143,20.7631,-0.3488,24.9594258128276,18.11864100730088,0.0662,0.0421,0.0593,0.0594,0.358,0.4024,0.1678,62.1,26.1662,49.2,0.011,0.3216,-0.0364,0.1336,NEUTRAL,CHOPPY_FLAT,0.0807,0.1895,1.0192,0.6535,28.2,59.0,91167389.3873,25,0,26.0003,52.5,49.3,0.1335,73.4,74.1
122,SKYAIUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.03713,-0.7,0.1885,-0.7002,sl,True,2026-07-10T11:34:43.740795,2026-07-10T11:36:02.672040,,0.1768,63.13,43.79,15.5699,15.179,0.3909,26.845916313322004,17.65568684860394,0.0999,0.0226,1.2022,1.2169,0.9245,0.5658,1.3408,90.8,26.3163,47.0,-0.0007,0.3441,-0.0666,0.1704,NEUTRAL,CHOPPY_FLAT,0.0552,0.3792,0.9696,0.9686,20.5,46.2,30471778.94082,45,0,26.998,55.0,57.9,0.1134,72.2,73.7
120,DEXEUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,34.39,-0.7,0.0,-1.2504,sl,True,2026-07-10T10:53:15.558393,2026-07-10T10:53:46.588062,,0.1945,53.29,49.16,17.3442,17.342,0.0022,22.733582410106344,16.004026603347583,0.2088,0.1342,0.4765,0.4788,1.6954,-0.967,0.8238,69.8,28.4468,60.3,0.0475,0.3654,0.0423,0.2423,BULLISH,STRONG_BULL,0.0955,-0.7319,0.821,0.4334,69.2,12.8,167961129.26796,15,0,28.1033,69.2,62.6,0.1242,74.3,73.5
119,THEUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.05846,0.3316,0.5816,0.0,trail,True,2026-07-10T10:29:58.436255,2026-07-10T10:39:31.317375,,0.2804,64.08,51.63,20.2697,19.4978,0.7718,21.739207976774104,11.62777416133433,0.0877,0.0991,0.3586,0.3599,0.5358,0.0134,0.5476,90.9,26.7615,62.4,0.0262,0.3606,0.0734,0.2267,BULLISH,HEALTHY_BULL,0.1028,0.0356,1.0826,0.822,85.0,12.5,67858105.871741,29,2,26.9785,62.6,63.6,0.1222,73.8,73.5
121,BCHUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,246.09,-0.7,0.1747,-0.7071,sl,True,2026-07-10T10:25:54.838567,2026-07-10T10:57:08.264705,,0.2059,62.22,59.84,23.0793,22.386,0.6933,26.889824108518418,13.823912645859233,0.0649,0.0647,0.122,0.1222,0.2637,0.4024,0.252,94.0,26.6911,62.0,0.0258,0.3595,0.0695,0.2262,BULLISH,HEALTHY_BULL,0.1063,0.2422,0.7216,1.0339,80.0,12.5,49725181.02,38,2,26.9785,62.6,63.6,0.1167,73.7,73.5
118,KAITOUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.6568,0.2372,0.4872,-0.0457,trail,True,2026-07-10T10:13:42.697085,2026-07-10T10:24:15.814485,,0.0739,51.64,51.83,29.7013,30.9843,-1.283,23.35852832727085,17.975877655218625,0.0945,0.0553,0.0511,0.0511,0.4247,-0.8056,0.201,60.3,28.7903,49.1,0.0035,0.3426,-0.0833,0.2409,NEUTRAL,CHOPPY_FLAT,0.0673,-0.5705,0.6058,1.0329,52.5,25.0,27510660.27327,49,1,30.1873,52.3,77.3,0.1215,69.6,73.5
117,TIAUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.4148,-0.7,0.1446,-0.7232,sl,True,2026-07-10T10:03:33.595740,2026-07-10T10:23:39.585067,,0.0813,56.86,49.16,16.8756,17.7921,-0.9165,24.81892351288447,22.472643956767005,0.0667,0.0269,0.2387,0.2392,0.3999,-0.2082,0.333,77.4,31.8096,60.2,0.0412,0.3533,0.0142,0.2814,BULLISH,STRONG_BULL,0.0464,-0.2073,0.6844,0.9478,65.0,25.0,38177924.4454,41,1,32.0638,63.6,74.4,0.1264,72.4,73.5
116,LDOUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.3071,-0.7,0.1954,-0.7489,sl,True,2026-07-10T09:53:22.143277,2026-07-10T10:18:05.486082,,0.2116,57.88,56.54,23.2666,24.4863,-1.2196,26.243277605608316,22.621535517626334,0.1021,0.0917,0.0948,0.0949,0.3362,-0.1994,0.2891,75.0,32.4027,65.1,0.0709,0.3297,0.0729,0.3051,BULLISH,STRONG_BULL,0.0971,-0.1879,0.7561,0.696,67.5,22.5,30200192.1983,45,2,32.1101,69.9,70.4,0.1355,73.7,71.4
115,EPICUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.3633,-0.7,0.0551,-0.7982,sl,True,2026-07-10T09:16:45.386750,2026-07-10T09:17:00.500820,,0.1222,58.6,50.32,18.8954,19.4863,-0.591,25.68696885160723,20.507226584405764,0.2701,0.035,1.0129,1.0233,1.1925,-0.5218,1.3317,60.7,29.7984,60.4,0.0302,0.3038,0.0391,0.2232,BULLISH,STRONG_BULL,0.2017,-0.5505,0.6679,0.7101,40.0,45.0,27485833.00784,49,1,31.1861,59.0,65.4,0.1325,70.7,71.4
113,TIAUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.4159,0.6156,0.8656,-0.024,trail,True,2026-07-10T08:47:13.259198,2026-07-10T09:02:08.693742,,0.2094,59.16,52.04,21.7934,21.5807,0.2127,25.588055998514527,15.497914957407295,0.077,0.0885,0.1447,0.1449,0.3673,-0.0699,0.3107,67.1,32.5162,61.5,0.0465,0.2691,0.0586,0.2319,BULLISH,STRONG_BULL,0.0833,-0.067,0.7445,0.3194,67.5,30.0,38609475.8702,42,2,32.2598,62.3,81.5,0.1247,70.7,67.1
112,WLDUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.3854,-0.7,0.0,-0.7006,sl,True,2026-07-10T08:44:10.174879,2026-07-10T08:50:54.286137,,0.2424,62.26,62.95,18.9092,18.6392,0.27,26.82328910471718,16.998591900387762,0.1032,0.0972,0.1393,0.1395,0.3014,0.065,0.3403,88.9,31.902,60.1,0.0702,0.2672,0.0529,0.2269,BULLISH,STRONG_BULL,0.1164,-0.0333,0.8767,0.856,70.0,30.0,112995475.192,19,3,31.3231,62.2,62.6,0.13,70.5,67.1
111,THEUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.05819,0.2312,0.4812,0.0,trail,True,2026-07-10T08:41:07.511052,2026-07-10T08:43:33.875828,,0.2785,57.94,54.75,19.7488,18.919,0.8298,26.004000076049387,13.837719094329135,0.1527,0.1213,0.3148,0.3158,0.7656,-0.5456,0.5908,74.6,31.902,60.4,0.0706,0.2676,0.0569,0.2273,BULLISH,STRONG_BULL,0.152,-0.4033,0.696,0.4644,70.0,30.0,82786451.686267,25,3,31.3231,62.2,62.6,0.1295,70.5,67.1
114,BTCUSDT,SPIKE_REV_BTC,LONG,SHORT,64348.9,0.2841,0.4378,0.0,horizon,True,2026-07-10T08:17:53.257445,2026-07-10T09:02:53.830689,,,,,,,,,,,,,,,,,,,,,,,,BULLISH,HEALTHY_BULL,,,,,,,,,,,,,,,
110,AAVEUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,93.2,-0.7,0.0215,-0.7082,sl,True,2026-07-10T06:58:23.740426,2026-07-10T07:13:24.298650,,0.0799,63.15,49.66,18.984,19.2613,-0.2772,28.057704462513648,20.577657235235563,0.0714,0.0254,0.2947,0.2956,0.2599,0.0798,0.3928,84.5,26.1771,33.8,-0.051,0.325,-0.1219,0.0319,BEARISH,HEALTHY_BEAR,0.0512,-0.0093,0.9223,0.9155,17.5,72.5,82340304.053,25,1,26.9909,33.8,38.5,0.107,64.5,74.9
109,SENTUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.01576,0.3211,0.5711,-0.2538,trail,True,2026-07-10T06:42:05.701868,2026-07-10T06:44:10.942122,,0.0883,56.33,45.83,25.3426,27.0405,-1.6979,24.04967412166937,25.675405651141737,0.1305,0.0471,0.4783,0.4806,0.7405,-1.1692,0.6591,89.4,28.9279,38.9,-0.041,0.3332,-0.1065,0.0914,BEARISH,STRONG_BEAR,0.0833,-0.7627,0.9754,0.9734,15.0,77.5,93689230.45516,19,2,30.8842,40.0,49.7,0.1051,66.4,74.9
108,ARBUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.09285,0.2239,0.4739,0.0,trail,True,2026-07-10T06:32:56.465741,2026-07-10T06:37:35.633018,,0.3493,61.14,56.6,22.0733,21.6587,0.4146,24.586199650255846,13.991656446210202,0.1015,0.1092,0.3815,0.3829,0.5757,0.888,0.5945,90.4,33.044,43.1,-0.0457,0.3385,-0.0928,0.1309,BEARISH,STRONG_BEAR,0.1567,0.5302,1.2735,1.0228,12.5,80.0,136181871.792943,15,4,35.3097,38.5,53.0,0.1148,67.7,74.9
107,DEXEUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,34.44,-0.7,0.2033,-0.7259,sl,True,2026-07-10T06:21:47.120290,2026-07-10T06:23:29.479202,,0.5322,58.5,59.01,17.1066,16.7182,0.3884,28.363410860934064,18.07486562062317,0.2247,0.1896,0.3285,0.3296,1.1185,1.2217,0.7457,74.3,38.4656,42.5,-0.025,0.3407,-0.1225,0.1829,BEARISH,STRONG_BEAR,0.3184,0.6908,1.5159,0.8178,22.5,55.0,116875327.8562,17,1,40.1647,43.7,57.5,0.1164,68.3,74.9
106,SKYAIUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.03598,-0.7,0.2501,-0.7504,sl,True,2026-07-10T04:33:02.136429,2026-07-10T04:41:10.747387,,0.3369,52.2,58.25,26.9819,28.9439,-1.962,25.638463653236975,24.892818283764857,0.229,0.1518,0.0024,0.0024,1.1045,-1.0352,0.3835,63.9,38.6875,47.8,-0.0096,0.3598,-0.0966,0.2951,NEUTRAL,CHOPPY_FLAT,0.2777,-0.812,0.7684,1.0174,20.0,45.0,102806113.26244,19,3,39.8689,50.4,63.9,0.1335,68.9,72.3
