id,pair,source_filter,blocked_direction,flip_direction,entry_price,pnl_pct,peak_pct,trough_pct,exit_reason,is_paper,entry_at,exit_at,entry_cohort,entry_gap,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_adx_delta,entry_pos_di,entry_neg_di,entry_ema_gap_5_8,entry_ema_gap_8_13,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_atr_pct,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_range_position,entry_btc_adx,entry_btc_rsi,entry_btc_ema20_slope,entry_btc_1h_slope,entry_btc_dist_from_ema13_pct,entry_macro_trend,entry_btc_regime,entry_ema20_slope,entry_ema50_slope,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_pair_volume_24h_usd,entry_pair_rank,entry_quality_score,entry_btc_adx_prev,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev
126,SUIUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,0.7165,-0.1814,0.0558,-0.3908,horizon,True,2026-07-08T07:29:42.480205,2026-07-08T08:14:43.466496,,0.1192,60.72,51.96,21.0097,21.9179,-0.9082,24.396567529368564,20.284403781919693,0.0667,0.0439,0.2037,0.2042,0.2434,-0.1592,0.315,96.5,27.692,60.9,0.0412,-0.2543,0.2151,BULLISH,HEALTHY_BULL,0.0615,-0.1431,1.2088,1.0567,55.0,30.0,100672507.5796,21,0,29.0133,55.9,49.0,0.1516,41.0,36.4
123,UNIUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,3.331,1.3711,1.6211,-0.1501,trail,True,2026-07-08T07:26:39.745481,2026-07-08T08:01:19.604985,,0.2691,55.56,52.69,20.0837,20.433,-0.3493,22.7625369471344,16.63831143206368,0.1105,0.0699,0.1493,0.1496,0.7167,0.8361,0.3303,56.0,27.692,61.0,0.0414,-0.2541,0.2168,BULLISH,HEALTHY_BULL,0.1373,0.4162,0.828,0.547,55.0,27.5,85279697.779,27,2,29.0133,55.9,49.0,0.1516,41.0,36.4
124,TAOUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,208.57,0.3014,0.5514,-0.3021,trail,True,2026-07-08T07:26:39.730279,2026-07-08T08:02:10.000433,,0.1111,57.92,53.72,17.9141,17.9472,-0.0331,28.5625808682499,20.061377113322067,0.0603,0.0437,0.1358,0.136,0.2835,-0.1415,0.2402,88.7,27.692,61.0,0.0414,-0.2541,0.2168,BULLISH,HEALTHY_BULL,0.0616,-0.1283,0.828,0.9812,55.0,27.5,97838551.16,22,0,29.0133,55.9,49.0,0.1516,41.0,36.4
125,1000PEPEUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,0.002613,-0.4707,0.0,-0.685,horizon,True,2026-07-08T07:26:39.718648,2026-07-08T08:11:40.526699,,0.0936,59.34,52.16,22.7572,23.8951,-1.1379,23.5481283219141,20.073746959992437,0.0713,0.0378,0.176,0.1764,0.2895,-0.2572,0.2856,92.8,27.692,61.0,0.0414,-0.2541,0.2168,BULLISH,HEALTHY_BULL,0.0621,-0.2239,0.828,0.7953,55.0,27.5,144777093.0959071,18,0,29.0133,55.9,49.0,0.1516,41.0,36.4
121,TACUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,0.004464,0.6461,0.8961,-0.6048,trail,True,2026-07-08T07:26:39.697484,2026-07-08T07:29:25.950515,,0.3189,56.45,53.11,29.4243,31.4273,-2.003,19.964127764086946,18.656668425744343,0.1855,0.1231,0.4737,0.476,1.5365,-0.2453,0.7864,78.5,27.692,61.0,0.0414,-0.2541,0.2168,BULLISH,HEALTHY_BULL,0.1724,-0.3376,0.828,0.733,55.0,27.5,346897891.710299,10,3,29.0133,55.9,49.0,0.1516,41.0,36.4
120,BTCUSDT,SPIKE_REV_BTC,LONG,SHORT,62995.8,0.1118,0.2154,-0.1145,horizon,True,2026-07-08T02:49:08.241141,2026-07-08T03:34:08.253045,,,,,,,,,,,,,,,,,,,,,,,BEARISH,STRONG_BEAR,,,,,,,,,,,,,,,
119,BTCUSDT,SPIKE_REV_BTC,SHORT,LONG,63050.4,-0.3185,0.2213,-0.4324,horizon,True,2026-07-08T01:36:35.287018,2026-07-08T02:21:35.724085,,,,,,,,,,,,,,,,,,,,,,,BEARISH,CHOPPY_WEAK,,,,,,,,,,,,,,,
117,JTOUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,0.7301,-0.7,0.2055,-0.7259,sl,True,2026-07-07T22:40:38.627635,2026-07-07T23:05:52.915702,,0.1829,57.8,52.4,22.735,24.0074,-1.2723,23.576100568192544,20.825643378063265,0.1039,0.0837,0.1979,0.1983,0.4062,-0.7286,0.3864,92.6,23.0998,56.8,0.0357,0.0031,0.1763,BULLISH,HEALTHY_BULL,0.1087,-0.4767,0.5042,0.7353,45.0,40.0,39503123.8469,47,1,24.572,56.0,43.7,0.1696,51.4,47.6
118,1000PEPEUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,0.0026818,0.2088,0.2163,-0.1678,horizon,True,2026-07-07T22:40:38.570293,2026-07-07T23:25:38.992359,,0.0886,57.6,49.65,27.3508,29.0199,-1.6691,24.58199089123034,27.52741518991042,0.0767,0.0405,0.2058,0.2062,0.3294,-0.3505,0.3237,86.5,23.0998,56.8,0.0357,0.0031,0.1763,BULLISH,HEALTHY_BULL,0.0662,-0.2491,0.5042,0.7923,45.0,40.0,140114901.0201821,20,1,24.572,56.0,43.7,0.1696,51.4,47.6
116,BTCUSDT,SPIKE_REV_BTC,SHORT,LONG,63465.6,-0.2058,0.0723,-0.4508,horizon,True,2026-07-07T21:20:23.305620,2026-07-07T22:05:23.534507,,,,,,,,,,,,,,,,,,,,,,,NEUTRAL,CHOPPY_WEAK,,,,,,,,,,,,,,,
115,TAOUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,214.31,0.3753,0.6253,-0.322,trail,True,2026-07-07T20:14:55.649176,2026-07-07T20:57:51.008619,,0.076,55.92,53.84,16.491,17.082,-0.5911,23.57092293806778,19.755092495942822,0.0748,0.042,0.1891,0.1895,0.3624,-0.2449,0.3066,62.9,18.7657,45.3,-0.014,0.0898,-0.0504,NEUTRAL,CHOPPY_FLAT,0.0459,-0.2207,0.4751,0.6254,17.5,67.5,98176107.11,25,1,19.5494,42.5,48.9,0.1937,53.8,55.3
114,XPLUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.10418,0.2491,0.4991,-0.4031,trail,True,2026-07-07T20:07:48.771122,2026-07-07T20:37:12.149899,,0.183,52.2,52.06,29.9794,31.6824,-1.7029,23.142648559073294,19.77706865327797,0.1456,0.1007,0.0197,0.0197,0.5356,-0.6733,0.2662,78.0,19.2045,43.8,-0.0003,0.0882,-0.085,NEUTRAL,CHOPPY_FLAT,0.1194,-0.5267,0.3532,0.7318,22.5,57.5,39221562.3739,48,2,20.4154,54.5,47.4,0.1944,53.6,55.3
112,PUMPUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.001602,0.4366,0.6866,0.0,trail,True,2026-07-07T20:07:48.743351,2026-07-07T20:19:32.167757,,0.1311,53.07,52.68,15.7576,16.0999,-0.3423,16.043605491513294,12.78387675807201,0.0784,0.0695,0.0373,0.0373,0.4882,-0.464,0.1854,75.0,19.2045,43.8,-0.0003,0.0882,-0.085,NEUTRAL,CHOPPY_FLAT,0.0744,-0.3186,0.3532,0.5945,22.5,57.5,60405467.501454,33,0,20.4154,54.5,47.4,0.1944,53.6,55.3
113,LITUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,2.5597,0.6485,0.8985,-0.3946,trail,True,2026-07-07T20:07:48.720795,2026-07-07T20:20:08.389247,,0.3362,57.44,60.2,22.3163,23.0515,-0.7352,22.843120764093854,17.673543824860314,0.215,0.1396,0.1785,0.1788,0.6401,-0.4368,0.5344,73.7,19.2045,43.8,-0.0003,0.0882,-0.085,NEUTRAL,CHOPPY_FLAT,0.2194,-0.4395,0.3532,0.6575,22.5,57.5,112138786.1368,23,2,20.4154,54.5,47.4,0.1944,53.6,55.3
110,SPELLUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.0001045,-0.7,0.0957,-0.8612,sl,True,2026-07-07T18:55:32.185704,2026-07-07T18:56:02.139598,,0.5946,56.12,45.52,19.023,19.7862,-0.7632,26.501975154105857,22.080175478006648,0.3485,0.1989,1.3823,1.4016,3.1819,2.0405,1.9574,59.2,26.1536,33.8,-0.0961,0.2331,-0.3124,BEARISH,HEALTHY_BEAR,0.239,1.2146,0.4906,0.4821,12.5,85.0,37419502.6208424,48,2,26.3226,33.3,45.6,0.1847,54.7,64.0
111,BTCUSDT,SPIKE_REV_BTC,SHORT,LONG,63681.9,0.0722,0.1837,-0.5135,horizon,True,2026-07-07T18:52:50.302308,2026-07-07T19:37:50.940154,,,,,,,,,,,,,,,,,,,,,,,BEARISH,HEALTHY_BEAR,,,,,,,,,,,,,,,
109,WLDUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.3973,0.4296,0.6796,-0.4027,trail,True,2026-07-07T18:13:49.266520,2026-07-07T18:30:32.715088,,0.1983,61.98,56.37,20.1351,20.9129,-0.7778,24.259455015370925,19.83935835795159,0.0701,0.0488,0.2639,0.2646,0.4359,0.5133,0.3838,75.8,35.9551,49.9,-0.0041,0.272,-0.0872,NEUTRAL,CHOPPY_FLAT,0.0925,0.2546,0.8928,0.6923,20.0,47.5,157709166.5876,17,0,37.3151,52.5,69.2,0.1806,60.1,64.0
108,RIFUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.12958,-0.7,0.2778,-0.7717,sl,True,2026-07-07T18:10:41.530957,2026-07-07T18:14:18.303545,,0.1488,52.84,46.05,28.1048,27.8877,0.2172,23.459270228642385,12.37606418149956,0.2572,0.096,0.3696,0.371,1.092,-2.0062,0.7258,68.1,35.9551,49.7,-0.0044,0.2731,-0.0902,NEUTRAL,CHOPPY_FLAT,0.1895,-1.4103,0.773,0.8441,20.0,55.0,59822391.67947,34,2,37.3151,52.5,69.2,0.1793,60.3,64.0
107,XPLUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.10652,0.8014,1.0514,-0.291,trail,True,2026-07-07T16:43:02.359537,2026-07-07T17:19:34.770914,,0.0695,56.12,47.1,19.032,19.0656,-0.0337,24.396542783116534,16.74624852514998,0.0613,0.0108,0.4362,0.4381,0.6852,-0.1119,0.5105,56.3,35.0151,65.5,0.0995,0.2109,0.1259,BULLISH,STRONG_BULL,0.0408,-0.0741,0.9464,0.5938,60.0,30.0,38969073.37358,44,0,34.4672,70.0,65.5,0.252,61.1,60.3
105,ADAUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.1779,0.4807,0.7307,-0.2811,trail,True,2026-07-07T16:29:49.465347,2026-07-07T17:06:54.046878,,0.175,58.31,49.32,17.357,16.8015,0.5555,26.89414238738913,16.28201082899737,0.0684,0.0717,0.2317,0.2323,0.4647,-0.085,0.3728,88.9,33.7743,68.8,0.1128,0.2124,0.2287,BULLISH,STRONG_BULL,0.0765,-0.0279,1.219,0.7344,67.5,30.0,184763856.7767,16,1,32.8578,71.1,70.5,0.272,61.3,60.3
106,XLMUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.19296,-0.1814,0.2591,-0.4664,horizon,True,2026-07-07T16:22:10.425984,2026-07-07T17:07:11.109699,,0.2017,62.0,51.18,17.0083,16.8163,0.192,29.423092053195234,19.818676822671492,0.0766,0.0852,0.2963,0.2972,0.3654,-0.1532,0.4595,96.0,32.8821,67.7,0.0911,0.203,0.189,BULLISH,STRONG_BULL,0.0811,-0.0914,1.1054,0.6012,58.5,29.3,74465941.54108,32,2,32.0018,63.9,72.4,0.2821,60.3,60.3
99,AAVEUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,91.89,-0.7,0.0544,-0.7291,sl,True,2026-07-07T15:45:29.340535,2026-07-07T15:53:42.363714,,0.1521,57.13,54.38,29.727,31.9921,-2.265,23.355253313701464,23.487140511205247,0.1496,0.0727,0.2595,0.2602,0.5035,-0.6252,0.4832,80.2,23.8036,69.6,0.1712,0.0614,0.371,BULLISH,HEALTHY_BULL,0.1176,-0.4965,1.287,0.4502,73.2,22.0,128479953.12,24,2,22.379,70.7,60.7,0.312,58.7,54.4
104,BTCUSDT,SPIKE_REV_BTC,LONG,SHORT,63910.4,-0.0457,0.34,-0.2626,horizon,True,2026-07-07T15:36:54.286461,2026-07-07T16:21:54.368099,,,,,,,,,,,,,,,,,,,,,,,BULLISH,HEALTHY_BULL,,,,,,,,,,,,,,,
103,AVAXUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,6.744,-0.1038,0.0593,-0.6821,horizon,True,2026-07-07T15:36:32.430720,2026-07-07T16:21:33.221178,,0.0562,57.22,50.67,25.1462,26.4077,-1.2614,21.35556133616814,25.449832434106796,0.0724,0.0273,0.193,0.1934,0.3301,-0.2871,0.2933,70.4,21.7209,67.7,0.1621,0.0509,0.3347,BULLISH,HEALTHY_BULL,0.0556,-0.2335,1.1254,0.5944,65.9,24.4,94375441.29,28,1,20.8622,68.2,61.2,0.2966,57.6,54.4
93,JTOUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,0.7779,0.4313,0.6813,-0.09,trail,True,2026-07-07T15:31:46.770620,2026-07-07T15:33:58.534333,,0.1916,57.33,51.51,20.4449,20.8894,-0.4445,21.488396346995078,15.991260451029843,0.0935,0.0843,0.2958,0.2967,0.6328,-0.2905,0.475,80.2,20.8755,66.3,0.1723,0.0457,0.3533,BULLISH,HEALTHY_BULL,0.0801,-0.2317,1.2327,0.6052,65.9,31.7,43600587.661,41,0,19.952,67.8,59.9,0.3042,57.1,54.4
101,LTCUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,44.28,0.2468,0.4968,-0.1355,trail,True,2026-07-07T15:27:09.889359,2026-07-07T15:55:26.247779,,0.2818,61.07,56.84,17.4448,16.9293,0.5154,30.143789781436226,18.41834557726244,0.0797,0.1099,0.1339,0.1341,0.2919,0.1893,0.324,93.0,19.8086,65.9,0.1662,0.0417,0.4032,BULLISH,HEALTHY_BULL,0.1145,0.1196,,,,,,,1,18.8769,67.7,63.6,0.3112,56.7,54.4
100,1000PEPEUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,0.0027041,0.4933,0.7433,-0.0777,trail,True,2026-07-07T15:27:09.842650,2026-07-07T15:54:49.371424,,0.4503,63.59,63.31,17.2514,17.3018,-0.0504,26.89717000493529,19.24019212061994,0.1544,0.1824,0.1375,0.1377,0.4575,0.0947,0.4753,90.5,19.8086,65.9,0.1662,0.0417,0.4032,BULLISH,HEALTHY_BULL,0.2072,0.0232,,,,,,,2,18.8769,67.7,63.6,0.3112,56.7,54.4
95,SOLUSDT,PASS:LONG_BTC1H_DEADBAND,LONG,LONG,81.83,0.3121,0.5621,-0.0489,trail,True,2026-07-07T15:27:09.796481,2026-07-07T15:40:03.783172,,0.3738,63.64,59.93,18.5109,17.806,0.7049,27.67557607916497,15.677581159103562,0.1082,0.1464,0.1416,0.1418,0.3684,0.2489,0.397,92.6,19.8086,65.9,0.1662,0.0417,0.4032,BULLISH,HEALTHY_BULL,0.157,0.155,,,,,,,2,18.8769,67.7,63.6,0.3112,56.7,54.4
102,DOGEUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,0.07485,-0.1336,0.0267,-0.6814,horizon,True,2026-07-07T15:24:32.839403,2026-07-07T16:09:33.412460,,0.2154,60.24,53.71,15.2781,15.75,-0.472,23.28256046960307,19.381905296617408,0.078,0.0909,0.1884,0.1887,0.382,-0.0335,0.358,93.7,18.8686,67.4,0.1493,0.046,0.5024,BULLISH,HEALTHY_BULL,0.0752,-0.0372,1.6392,0.608,56.1,36.6,313645120.67516,12,1,17.8667,63.7,57.8,0.3263,57.1,54.4
96,LINKUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,7.932,-0.7,0.0,-0.7186,sl,True,2026-07-07T15:22:19.863096,2026-07-07T15:45:14.866159,,0.2878,61.4,56.99,17.415,18.0128,-0.5978,25.472815925723847,20.992164792527408,0.105,0.1204,0.1545,0.1548,0.3578,0.0197,0.3807,93.3,18.4884,63.9,0.1316,0.0292,0.344,BULLISH,HEALTHY_BULL,0.1141,-0.0183,1.4563,0.6125,56.1,36.6,79315400.774,32,2,17.8667,63.7,57.8,0.3157,55.3,54.4
97,DOTUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,0.866,-0.7,0.0,-0.8083,sl,True,2026-07-07T15:21:13.564269,2026-07-07T15:45:38.181132,,0.3496,62.81,64.75,21.2458,21.2771,-0.0313,24.33281751563518,15.94047896922765,0.1348,0.1428,0.095,0.0951,0.4071,0.0551,0.3731,94.1,18.4884,64.6,0.1352,0.0322,0.3758,BULLISH,HEALTHY_BULL,0.1702,-0.0113,1.3251,0.6175,56.1,36.6,57948055.873,36,2,17.8667,63.7,57.8,0.3106,55.6,54.4
98,1000PEPEUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,0.0027019,-0.7,0.0074,-0.7106,sl,True,2026-07-07T15:21:13.518674,2026-07-07T15:47:37.052791,,0.405,63.48,60.09,16.8525,17.3701,-0.5176,25.222334781481848,20.585054274963763,0.151,0.1652,0.1793,0.1796,0.4608,0.0233,0.4966,96.0,18.4884,64.6,0.1352,0.0322,0.3758,BULLISH,HEALTHY_BULL,0.1814,-0.0255,1.3251,0.7443,56.1,36.6,145566625.0891597,21,1,17.8667,63.7,57.8,0.3106,55.6,54.4
94,XRPUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,1.1228,-0.7,0.0089,-0.7838,sl,True,2026-07-07T15:21:13.480580,2026-07-07T15:36:42.019687,,0.1399,55.47,51.0,16.3326,16.932,-0.5994,25.8808143278584,21.807864799784266,0.0704,0.0634,0.0873,0.0874,0.3117,-0.1366,0.2213,77.7,18.4884,64.6,0.1352,0.0322,0.3758,BULLISH,HEALTHY_BULL,0.0551,-0.1407,1.3251,0.3428,56.1,36.6,583209444.5634,7,0,17.8667,63.7,57.8,0.3106,55.6,54.4
92,BTCUSDT,SPIKE_REV_BTC,LONG,SHORT,63208.2,-0.7,0.0225,-0.711,sl,True,2026-07-07T14:50:49.835538,2026-07-07T15:22:20.922680,,,,,,,,,,,,,,,,,,,,,,,NEUTRAL,CHOPPY_WEAK,,,,,,,,,,,,,,,
91,BTCUSDT,SPIKE_REV_BTC,LONG,SHORT,63349.9,0.5431,0.7931,-0.0264,trail,True,2026-07-07T13:50:40.640327,2026-07-07T14:01:01.432830,,,,,,,,,,,,,,,,,,,,,,,NEUTRAL,CHOPPY_FLAT,,,,,,,,,,,,,,,
90,JTOUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.7808,0.8258,1.0758,-0.333,trail,True,2026-07-07T13:45:35.696340,2026-07-07T13:58:51.006540,,0.084,56.05,43.32,26.1703,27.7455,-1.5752,19.048264206342306,16.996389088749012,0.1021,0.0377,0.2489,0.2495,0.5105,-0.3399,0.3897,71.9,24.4698,41.3,-0.1038,0.0015,-0.1576,BEARISH,HEALTHY_BEAR,0.0805,-0.2689,0.5913,0.8921,22.0,75.6,42928309.3565,43,2,24.2731,31.3,42.3,0.2006,46.2,53.2
89,DEXEUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,28.52,0.2058,0.4558,0.0,trail,True,2026-07-07T13:35:35.865398,2026-07-07T13:35:53.812188,,0.241,56.31,42.14,22.6957,22.5037,0.192,28.26561682125459,16.889924966761612,0.1407,0.0522,0.7538,0.7596,1.3472,0.3572,0.954,49.1,24.0913,37.1,-0.1189,0.0029,-0.2426,BEARISH,HEALTHY_BEAR,0.1105,0.1475,0.6297,0.5584,12.2,85.4,50726121.77451,38,3,24.6564,32.0,42.5,0.1836,46.3,53.2
88,TACUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.051235,-0.7,0.0,-0.7846,sl,True,2026-07-07T13:21:09.239174,2026-07-07T13:21:49.177168,,0.1791,56.16,48.12,22.4281,22.7317,-0.3037,20.288334569851,13.95917719335246,0.1263,0.0178,1.0378,1.0487,2.7358,3.7829,1.1582,63.7,22.8227,40.1,-0.0647,0.0202,-0.196,BEARISH,HEALTHY_BEAR,0.1683,2.4153,0.615,0.8105,19.5,68.3,160408300.47081,18,2,23.3812,40.6,51.2,0.1669,48.8,53.2
86,EPICUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.3602,-0.7,0.111,-0.7496,sl,True,2026-07-07T13:01:12.960721,2026-07-07T13:02:34.968022,,0.4876,58.9,47.97,24.2209,25.6504,-1.4296,21.451190374268812,19.16194829417143,0.3091,0.2646,0.906,0.9142,1.528,-3.2394,1.494,94.7,25.8084,47.5,-0.0108,0.0421,-0.1251,NEUTRAL,CHOPPY_FLAT,0.2029,-2.0587,0.6631,0.6958,31.7,58.5,144815262.89927,22,1,27.2612,50.0,58.3,0.1644,52.3,53.2
