binance_order_id,cell_lev_multiplier,cell_multiplier,cell_multiplier_capped,cell_multiplier_source,close_initiated_at,close_reason,closed_at,closing_in_progress,confidence,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,current_price,current_tp_level,direction,dynamic_tp_target,ema13_strict_held_pnl_pct,ema5_went_negative,entry_adx,entry_adx_delta,entry_adx_prev,entry_atr_pct,entry_bear_pct,entry_btc_1h_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_atr_pct,entry_btc_dist_from_ema13_pct,entry_btc_ema20_slope,entry_btc_regime,entry_btc_regime_started_at,entry_btc_rsi,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_trend_gap_pct,entry_bull_pct,entry_dist_from_ema13_pct,entry_ema20_slope,entry_ema50_slope,entry_ema5_stretch,entry_ema_gap_5_8,entry_fee,entry_funding_rate,entry_gap,entry_global_volume_ratio,entry_macro_trend,entry_neg_di,entry_order_type,entry_pair_ema20_ema50_gap_pct,entry_pair_volume_24h_usd,entry_pair_volume_ratio,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_pattern_w1_match,entry_pattern_w2_match,entry_pattern_w3_match,entry_pattern_w4_match,entry_pattern_w5_match,entry_pattern_w6_match,entry_pattern_w_any_match,entry_pos_di,entry_price,entry_price_vs_ema5_pct,entry_quality_score,entry_range_position,entry_rsi,entry_rsi_prev,exit_btc_regime,exit_btc_trend_gap_pct,exit_ema5_crossed,exit_ema5_slope_pct,exit_fee,exit_order_type,exit_pair_ema20_ema50_gap_pct,exit_price,exit_price_vs_ema5_pct,exit_slippage_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,first_rsi2_minutes,first_rsi2_pnl,first_rsi3_minutes,first_rsi3_pnl,fl1_origin,fl2_flag_pnl,fl2_flagged,fl2_flagged_at,high_price_since_entry,id,investment,is_paper,leverage,low_price_since_entry,no_expansion_last_check,notes,notional_value,opened_at,pair,pattern_cell_source,pattern_fixed_sl_pct,pattern_fixed_tp_pct,peak_ema5_dist_pct,peak_ema5_gap,peak_ema5_slope_pct,peak_pnl,peak_reached_at,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_tick_a_pnl,phantom_tick_a_triggered_at,phantom_tick_b_pnl,phantom_tick_b_triggered_at,phantom_tick_c_pnl,phantom_tick_c_triggered_at,phantom_tick_d_pnl,phantom_tick_d_triggered_at,phantom_tick_e_pnl,phantom_tick_e_triggered_at,phantom_tick_f_pnl,phantom_tick_f_triggered_at,phantom_tick_g_pnl,phantom_tick_g_triggered_at,pnl,pnl_percentage,post_arm_min_pnl_at,post_arm_min_pnl_pct,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,post_exit_final_pnl,post_exit_floor_before_signal_regain,post_exit_peak_before_signal_lost,post_exit_peak_minutes,post_exit_peak_pnl,post_exit_pnl_at_15min,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_30min,post_exit_pnl_at_5min,post_exit_pnl_at_signal_lost,post_exit_pnl_at_signal_regained,post_exit_regime_flip_at,post_exit_regime_flip_pnl_pct,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_signal_lost_minutes,post_exit_signal_regained_minutes,post_exit_trough_minutes,post_exit_trough_pnl,protective_sl_order_id,protective_tp_order_id,quantity,regime_comeback_at,regime_comeback_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_opposite_at,regime_opposite_pnl,signal_active_at_close,signal_lost_flag_pnl,signal_lost_flagged,signal_lost_flagged_at,status,total_fee,trailing_confirmed_at,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trough_ema5_dist_pct,trough_pnl,trough_reached_at
,1.0,1.0,False,,,EMA13_CROSS_EXIT L1,2026-05-27T09:40:52.637034,False,STRONG_BUY,,,,,85.18,1,SHORT,0.45,-0.32100279082911654,ENDED_NEG,27.8393,0.6083,27.231,0.2395,70.3,-0.0845,27.7885,28.4739,0.0882,-0.1596,-0.0429,HEALTHY_BEAR,,35.3,40.0,42.4,34.5,63.7,0.0564,10.8,-0.4486,-0.1605,0.0635,0.2012,0.1396,1.3960421209127323,-0.000373,0.2865,0.6199,BEARISH,38.38170271007147,MAKER,-0.0019,71625265.799,1.0891,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,18.16715326327378,84.921,-0.2008,5.0,21.1,34.61,36.57,HEALTHY_BULL,0.0403,True,0.1497,3.500749751514541,TAKER,,85.18,-0.0661,,2026-05-27T09:36:01.452045,-0.321,2026-05-27T09:36:17.243585,-0.3917,19.72,-0.2621,4.36,-0.1207,,,False,,84.921,17,387.7894780313145,True,20.0,84.83,,,7755.78956062629,2026-05-27T09:05:56,AAVEUSDT,,,,0.2839,0.0,-0.4681,0.04420663911165458,2026-05-27T09:07:11.248395,,,,,,,-0.3799,2026-05-27T09:40:18.491955,,,,,,,,,,,,,,,-28.55112350067249,-0.36812658824083605,,,0.02,-0.368,-0.3209,,0.0,34.06,0.0559,-0.0147,-0.368,-0.3444,-0.156,-0.262,-0.368,,2026-05-27T09:40:53.989655,-0.368,25.02,-0.0854,25.02,-0.0854,85.25,84.82,2026-05-27T10:14:56.597447,2026-05-27T10:01:29.530193,0.02,,20.61,-0.4504,,,91.32946574612039,,,2026-05-27T09:30:12.239977,-0.0618,2026-05-27T09:40:18.491814,-0.3799,False,,False,,CLOSED,4.896791872427274,,,0,-0.2221,-0.48593608177010944,2026-05-27T09:39:37.305678
,1.0,1.0,False,,,EMA13_CROSS_EXIT L1,2026-05-27T10:15:57.494608,False,VERY_STRONG,,,,,9.148,1,SHORT,0.45,-0.17242250902329415,ENDED_NEG,30.5685,0.2791,30.2894,0.1734,70.3,-0.0845,27.7885,28.4739,0.0882,-0.1596,-0.0429,HEALTHY_BEAR,,35.3,40.0,42.4,34.5,63.7,0.0564,10.8,-0.3432,-0.1187,0.06,0.1556,0.1035,1.3960421209127325,-0.000373,0.2262,0.6199,BEARISH,34.71000280201499,MAKER,0.0173,107506964.324,0.8289,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,17.020023566518823,9.143,-0.1553,4.0,12.2,33.28,37.43,CHOPPY_WEAK,0.0546,True,0.0804,3.4923956480997993,TAKER,,9.149,-0.058,,2026-05-27T09:36:01.706981,-0.1724,2026-05-27T09:38:57.512693,-0.26,29.75,-0.0958,13.74,0.0355,,,False,,9.143,16,387.78947803131456,True,20.0,9.119,,,7755.789560626291,2026-05-27T09:05:54,AVAXUSDT,,,,0.1938,0.0,-0.1311,0.1996140216559215,2026-05-27T10:01:36.980210,,,,,,,-0.2271,2026-05-27T09:40:18.490266,,,,,,,,,,,,,,,-9.978095142275762,-0.12865350541396092,,,0.01,-0.1177,-0.2161,,0.0,11.37,-0.0849,-0.2708,-0.2052,-0.2489,-0.238,-0.1942,-0.1177,,2026-05-27T10:15:58.365125,-0.1177,11.37,-0.3802,0.99,-0.2052,9.172,9.145,2026-05-27T10:27:20.164140,2026-05-27T10:35:09.255165,0.01,,19.19,-0.3802,,,848.2762288774243,,,2026-05-27T09:30:12.238313,0.0245,2026-05-27T09:40:18.490114,-0.2271,False,,False,,CLOSED,4.888437769012532,,,0,-0.2068,-0.29278726894891194,2026-05-27T09:39:20.712176
,1.0,1.0,False,,,EMA13_CROSS_EXIT L1,2026-05-27T10:15:56.704606,False,STRONG_BUY,,,,,0.996,1,SHORT,0.45,-0.19365953385573315,ENDED_NEG,25.1345,1.1786,23.9559,0.2631,70.3,-0.0845,27.7885,28.4739,0.0882,-0.1596,-0.0429,HEALTHY_BEAR,,35.3,40.0,42.4,34.5,63.7,0.0564,10.8,-0.4448,-0.1805,-0.0963,0.1681,0.1346,1.3960421209127325,-0.000373,0.3836,0.6199,BEARISH,30.377597684675628,MAKER,-0.2103,267246986.70074,1.1695,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,12.877954343323605,0.9954000000000001,-0.1678,4.0,16.8,27.49,29.38,CHOPPY_WEAK,0.0546,True,0.0749,3.4918584192711224,TAKER,,0.9959,-0.0527,,2026-05-27T09:35:51.983499,-0.1937,2026-05-27T09:38:56.724411,-0.3344,30.02,-0.1334,17.02,0.0476,,,False,,0.9954000000000001,15,387.78947803131456,True,20.0,0.9915,,,7755.789560626291,2026-05-27T09:05:38,SUIUSDT,,,,0.3203,0.0,-0.1638,0.32897860156721065,2026-05-27T09:28:29.987505,2026-05-27T09:16:12.379124,0.09781173397629556,,,,,-0.2439,2026-05-27T09:40:18.488285,,,,,,,,,,,,,,,-8.783716071942663,-0.11325366686758538,,,0.01,-0.1132,-0.4046,,0.0,11.49,-0.063,-0.3342,-0.2036,-0.2137,-0.3443,-0.2338,-0.1132,,2026-05-27T10:15:57.355285,-0.1132,12.4,-0.3443,1.99,-0.2137,0.9994,0.9954,2026-05-27T10:27:26.228969,2026-05-27T10:16:02.475183,0.01,,0.09,-0.4648,,,7791.6310635184755,,,2026-05-27T09:30:12.235256,0.0878,2026-05-27T09:40:18.488089,-0.2439,False,,False,,CLOSED,4.887900540183855,,,0,-0.2786,-0.3544712678320175,2026-05-27T09:39:20.701665
,1.0,1.0,False,W4,,STOP_LOSS_WIDE L1,2026-05-27T08:46:11.216689,False,VERY_STRONG,,,,,1.041,1,LONG,0.45,-0.918128326996209,ENDED_NEG,24.2193,0.331,23.8883,0.8973,18.9,-0.0712,29.082,28.322,0.0805,0.0861,0.0289,STRONG_BULL,,66.3,45.0,44.7,63.7,69.4,0.1295,70.3,0.928,0.2277,0.4902,0.5969,0.1853,1.462785170518122,-0.000373,0.4879,0.4253,BULLISH,16.649019877456546,MAKER,0.97,248552788.906,0.6323,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,29.935902703341057,1.052,0.6005,4.0,70.0,60.73,53.62,STRONG_BULL,0.1377,True,-0.0927,3.6152485202919364,TAKER,,1.04,-0.4441,,2026-05-27T08:33:21.990594,-0.9181,2026-05-27T08:44:51.668481,-1.0131,,,5.02,-0.4431,,,False,,1.056,14,406.32921403281165,True,20.0,1.052,,,8126.584280656233,2026-05-27T08:26:35,FILUSDT,W4,,,0.9109,0.0,0.5586,0.31705703422053266,2026-05-27T08:28:25.703945,2026-05-27T08:28:05.180600,0.03201425855512262,,,,,,,,,,,,,,,,,,,,,-97.7767136982957,-1.203171102661598,,,0.41,-1.2987,-0.8235,,0.0,44.69,-0.4432,-2.1543,-1.2987,-1.2987,-1.774,-1.5839,-1.2987,,2026-05-27T08:50:10.431620,-1.4889,5.42,-1.679,0.41,-1.2987,1.048,1.027,2026-05-27T09:30:52.888162,2026-05-27T08:57:43.303597,0.41,,11.53,-2.4394,,,7724.8900006237955,,,,,,,True,,False,,CLOSED,5.0780336908100585,,,0,-0.4441,-1.203171102661598,2026-05-27T08:46:11.214284
,1.0,1.0,False,W4,,STOP_LOSS_WIDE L1,2026-05-27T08:13:51.333904,False,VERY_STRONG,,,,,1.039,1,LONG,0.45,-1.014952380952382,ENDED_NEG,25.1588,0.1645,24.9944,0.9249,29.7,-0.0715,27.9781,26.4442,0.0808,0.0932,0.0481,HEALTHY_BULL,,69.5,44.9,44.7,70.8,63.8,0.1361,67.6,0.9839,0.1285,0.579,0.8591,0.092,1.5328587116207868,-0.000373,0.2425,0.3635,BULLISH,17.016551160920585,MAKER,0.954,245060536.096,0.6116,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,29.794604925666444,1.05,0.8666,2.0,65.0,61.08,47.03,HEALTHY_BULL,0.1253,True,0.7214,3.788350815862801,TAKER,,1.038,-0.4049,,2026-05-27T08:13:40.489637,-1.015,2026-05-27T08:13:47.377190,-1.1101,,,,,,,False,,1.053,13,425.79408656132966,True,20.0,1.05,,,8515.881731226593,2026-05-27T08:06:28,FILUSDT,W4,,,1.0474,0.0,0.6665,0.22258571428570395,2026-05-27T08:07:07.495060,2026-05-27T08:07:07.495093,0.03219523809522761,,,,,,,0.1275,2026-05-27T08:29:31.904808,0.1275,2026-05-27T08:29:34.927087,0.1275,2026-05-27T08:29:34.927087,0.1275,2026-05-27T08:29:35.933907,0.1275,2026-05-27T08:29:35.933907,0.1275,2026-05-27T08:29:35.933907,0.1275,2026-05-27T08:29:36.940246,-102.64557217007331,-1.2053428571428582,,,32.74,-1.1106,-1.9678,,0.0,14.24,0.4132,0.318,-0.9201,-0.9201,-0.444,-0.7297,-0.9201,,2026-05-27T08:16:03.159766,-0.9201,17.74,-0.2535,32.74,-1.1106,1.055,1.027,2026-05-27T08:28:06.170761,2026-05-27T08:57:43.303597,0.65,,43.86,-2.2535,,,8110.363553549136,,,,,,,True,,False,,CLOSED,5.321209527483588,,,0,-0.4049,-1.2053428571428582,2026-05-27T08:13:51.330967
,1.0,2.0,True,PAIR_35-40_30-35,,STOP_LOSS_WIDE L1,2026-05-27T04:49:24.386125,False,VERY_STRONG,,,,,0.2422,1,SHORT,0.45,-0.5904335139641544,ENDED_NEG,31.2277,1.2108,30.0169,0.722,83.3,-0.2533,28.3247,25.7066,0.1141,-0.3657,-0.0974,BEAR_EXHAUSTED,,19.4,28.6,33.5,27.4,34.5,-0.2228,5.6,-0.6994,-0.3168,-0.8511,0.2413,0.2029,4.72178128807574,4e-05,0.7796,5.671,BEARISH,37.34798645609089,TAKER_FALLBACK,-1.4414,164607439.4896,1.0924,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,13.476617105677576,0.2399,-0.2407,2.0,22.9,35.0,36.77,STRONG_BEAR,-0.2648,True,-0.0175,4.7690187832461515,TAKER,,0.2423,-0.7551,,2026-05-27T04:47:40.547655,-0.5904,2026-05-27T04:49:09.946453,-0.9241,,,11.95,-0.1317,,,False,,0.2399,12,524.6423653417489,True,20.0,0.239,,,10492.847306834978,2026-05-27T04:33:35,FETUSDT,,,,0.5334,0.0,-0.3654,0.2853251354731187,2026-05-27T04:40:27.972102,2026-05-27T04:40:10.713207,0.07681117132138868,,,,,,,,,,,,,,,,,,,,,-114.46301156112511,-1.0908670279282975,,,1.12,-0.9654,-1.674,,0.0,38.43,-0.6736,-1.2572,-1.0487,-1.2572,-1.3822,-0.882,-0.9654,,2026-05-27T04:55:09.518784,-0.6736,9.17,-1.1738,36.08,-1.799,0.2444,0.2413,2026-05-27T05:27:50.595444,2026-05-27T04:53:50.442709,1.12,,4.43,-1.9658,,,43738.42145408494,,,,,,,True,,False,,CLOSED,9.490800071321893,,,0,-0.7551,-1.0908670279282975,2026-05-27T04:49:24.384072
,1.0,1.0,False,,,STOP_LOSS_WIDE L1,2026-05-27T04:49:10.277582,False,STRONG_BUY,,,,,3.249,1,SHORT,0.45,-0.620526315789481,ENDED_NEG,23.6741,2.4992,21.1749,0.2927,86.1,-0.2444,28.0812,25.7066,0.1088,-0.2851,-0.0885,BEAR_EXHAUSTED,,21.9,29.5,33.5,27.4,34.5,-0.2131,5.6,-0.6393,-0.1784,-0.1505,0.3617,0.1378,1.845865629370991,4e-05,0.396,5.243,BEARISH,39.601260692906706,MAKER,-0.2628,52464531.861,2.0904,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,11.116453883883059,3.23,-0.3604,3.0,15.5,26.09,34.15,STRONG_BEAR,-0.2648,True,0.0359,4.644666533347594,TAKER,,3.251,-0.2304,,2026-05-27T04:46:25.232528,-0.6205,,,,,5.33,-0.2179,,,False,,3.23,11,512.740452603053,True,20.0,3.229,,,10254.80905206106,2026-05-27T04:31:16,UNIUSDT,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,-73.16266531853323,-0.7134473684210497,,,1.36,-0.7751,-1.1776,,0.0,38.13,-0.6822,-0.9608,-0.7441,-0.868,-1.0228,-0.868,-0.7751,,2026-05-27T04:55:08.509769,-0.868,2.36,-0.9918,2.36,-0.9918,3.273,3.25,2026-05-27T05:27:18.358582,2026-05-27T04:49:17.734218,1.36,,0.12,-1.3943,,,3174.8634836102356,,,,,,,True,,False,,CLOSED,6.490532162718584,,,0,-0.2304,-0.7134473684210497,2026-05-27T04:49:10.274826
,1.5,2.0,False,C1,,STOP_LOSS_WIDE L1,2026-05-27T04:46:04.004459,False,STRONG_BUY,,,,,1.9107,1,SHORT,0.45,,ENDED_NEG,24.0853,2.1539,21.9313,0.5087,86.1,-0.2444,28.0812,25.7066,0.1088,-0.2851,-0.0885,BEAR_EXHAUSTED,,21.9,29.5,33.5,27.4,34.5,-0.2131,5.6,-0.9665,-0.3025,-0.6056,0.493,0.2078,5.537596888112972,4e-05,0.7638,5.243,BEARISH,35.06875197639242,MAKER,-0.9333,265636895.78779,1.1584,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,11.048238825067063,1.8980000000000001,-0.4906,2.0,9.3,27.77,34.76,BEAR_EXHAUSTED,-0.2789,True,-0.1251,13.939543483762776,TAKER,,1.9111,-0.3121,,,,,,14.37,-0.4583,14.37,-0.4583,,,False,,1.8980000000000001,10,1025.480905206106,True,30.0,1.8980000000000001,,,30764.427156183177,2026-05-27T04:31:10,TONUSDT,C1,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,-231.81328143931316,-0.7535108008429867,,,4.45,-1.3433,-1.7543,,0.0,38.7,-0.7269,-1.7068,-0.8164,-1.1325,-1.5172,-1.4697,-1.1167,,2026-05-27T04:55:07.501960,-1.4961,2.46,-1.1167,0.0,-0.7743,1.9377,1.9106,2026-05-27T05:24:46.927290,2026-05-27T04:46:14.340582,2.46,,0.15,-2.1547,,,16208.86573033887,,,,,,,True,,False,,CLOSED,19.47714037187575,,,0,-0.3121,-0.7535108008429867,2026-05-27T04:46:04.001414
,1.0,1.0,False,UNMATCHED,,EMA13_CROSS_EXIT L1,2026-05-27T04:51:32.086463,False,STRONG_BUY,,,,,9.126,1,SHORT,0.45,-0.354465249476805,ENDED_NEG,24.6395,1.9126,22.7268,0.177,86.5,-0.2307,25.7259,24.1601,0.1009,-0.1868,-0.0785,HEALTHY_BEAR,,27.4,31.1,33.5,28.7,35.3,-0.1875,5.4,-0.3401,-0.1355,-0.1245,0.148,0.0919,4.507546858779212,5e-05,0.2755,1.5249,BEARISH,29.997050749708997,TAKER_FALLBACK,-0.2155,108763630.324,1.4196,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.131876765803904,9.079,-0.1478,3.0,3.6,28.16,29.88,STRONG_BEAR,-0.2509,True,0.1891,4.530384963802214,TAKER,,9.125,-0.2426,,2026-05-27T04:48:03.940801,-0.3545,2026-05-27T04:49:34.224218,-0.4867,11.44,-0.0569,9.47,-0.0349,,,False,,9.079,9,500.8385398643569,True,20.0,9.038,,,10016.770797287138,2026-05-27T04:30:07,AVAXUSDT,UNMATCHED,,,0.7464,0.0,-0.2851,0.3617948011895623,2026-05-27T04:30:31.364933,2026-05-27T04:30:28.816899,0.09732955171275731,,,,,,,,,,,,,,,,,,,,,-59.78927631814283,-0.5968917281638878,,,0.01,-0.5967,-0.817,,0.0,35.92,-0.5636,-0.7619,-0.5856,-0.5967,-0.7619,-0.6297,-0.5967,,2026-05-27T04:55:10.529531,-0.5856,8.04,-0.7068,0.01,-0.5967,9.16,9.122,2026-05-27T05:27:27.425183,2026-05-27T04:53:51.454582,0.01,,2.32,-0.9822,,,1103.2900977296108,,,,,,,False,,False,,CLOSED,9.037931822581426,,,0,-0.2791,-0.6079111135587489,2026-05-27T04:51:23.114027
,1.0,1.0,False,UNMATCHED,,TRAILING_STOP L2,2026-05-27T04:30:39.209908,False,VERY_STRONG,,,,,0.9867,2,SHORT,0.9,,NEVER,31.2962,1.9168,29.3794,0.3029,86.5,-0.2278,25.7259,24.1601,0.0985,-0.1609,-0.0757,HEALTHY_BEAR,,28.7,31.4,33.5,28.7,35.3,-0.1844,8.1,-0.4473,-0.2044,-0.2319,0.1742,0.1287,1.803018743511685,5e-05,0.405,1.2897,BEARISH,33.05374132027066,MAKER,-0.3904,277997118.05563,1.4803,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.264761473382718,0.9931000000000001,-0.1739,3.0,15.3,31.44,30.38,HEALTHY_BEAR,-0.1875,True,-0.4517,4.480767555117145,TAKER,,0.9872,0.7391,,,,,,,,,,,,False,,0.9931000000000001,8,500.8385398643569,True,20.0,0.9837,,,10016.770797287138,2026-05-27T04:26:47,SUIUSDT,UNMATCHED,,,1.0975,0.0,-0.4517,0.8839570033229357,2026-05-27T04:30:30.791152,2026-05-27T04:30:14.683259,,2026-05-27T04:30:21.320294,,,,,,,,0.3297,2026-05-27T04:34:12.083333,0.0578,2026-05-27T04:45:16.911835,0.3297,2026-05-27T04:34:12.083333,0.0578,2026-05-27T04:45:15.889960,0.3498,2026-05-27T04:34:19.216483,0.0578,2026-05-27T04:45:16.911835,53.22577739485156,0.531366629745255,,,20.85,-0.6068,-0.7477,,0.5814,38.16,0.5814,-0.0227,0.4203,0.521,-0.647,0.4002,-0.6068,,2026-05-27T04:55:06.488544,-0.5765,5.91,0.2995,9.88,0.2189,1.0003,0.9867,2026-05-27T05:08:50.761889,2026-05-27T04:31:34.929043,20.85,,0.89,-0.788,,,10086.366727708324,,,,,,,True,,False,,CLOSED,6.28378629862883,,0.531366629745255,0,0.1238,-0.10329604269458824,2026-05-27T04:26:48.184485
,1.0,1.0,False,UNMATCHED,,TRAILING_STOP L2,2026-05-27T04:19:17.491239,False,VERY_STRONG,,,,,0.4531,2,SHORT,0.9,,NEVER,32.0292,0.6212,31.4079,0.4045,81.1,-0.2116,20.4415,19.855,0.0992,-0.0887,-0.0404,HEALTHY_BEAR,,37.4,33.5,33.5,40.4,42.2,-0.1287,8.1,-0.396,-0.1748,-0.5497,0.1578,0.098,4.403303805085818,5e-05,0.4264,1.0024,BEARISH,30.167492458326294,TAKER_FALLBACK,-0.8846,73435816.8059,1.0264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.896647519016714,0.4562,-0.1575,3.0,9.1,34.27,37.29,HEALTHY_BEAR,-0.1558,True,-0.4658,4.377243041662469,TAKER,,0.4535,0.5616,,,,,,,,,,,,False,,0.4562,7,489.2559783428686,True,20.0,0.4519,,,9785.119566857373,2026-05-27T04:14:28,TIAUSDT,UNMATCHED,,,0.9177,0.0,-0.4658,0.852993204734759,2026-05-27T04:19:01.236941,2026-05-27T04:15:44.377344,,2026-05-27T04:18:07.984652,,,,,,1.1156,2026-05-27T04:31:42.138078,1.2691,2026-05-27T04:31:29.799319,1.2691,2026-05-27T04:31:29.799319,1.1814,2026-05-27T04:31:53.442640,1.1375,2026-05-27T04:31:58.569606,0.3046,2026-05-27T04:21:51.925044,0.3046,2026-05-27T04:21:50.920525,49.132260760693,0.5021120122753135,,,40.28,0.0854,0.1511,,1.7732,42.95,1.7732,1.2691,0.458,0.3922,0.7868,0.5676,0.0854,,2026-05-27T04:55:05.483709,0.4361,31.24,0.8087,26.24,1.0937,0.4564,0.4477,2026-05-27T05:02:14.909462,2026-05-27T04:30:31.276621,40.28,,11.22,-0.1338,,,21449.18800275619,,,,,,,True,,False,,CLOSED,8.780546846748287,,0.5021120122753135,0,0.2675,-0.09,2026-05-27T04:14:28.288154
,1.0,1.0,False,UNMATCHED,,TRAILING_STOP L2,2026-05-27T01:58:54.885011,False,STRONG_BUY,,,,,2.527,2,SHORT,0.9,,RECOVERED,26.2476,0.0357,26.2119,0.7089,60.5,-0.1798,19.2989,19.5194,0.104,-0.1312,-0.0382,HEALTHY_BEAR,,40.2,36.9,41.0,41.2,64.0,0.0016,15.8,-0.8371,-0.3172,-0.7837,0.4157,0.189,1.7366684991753711,5e-05,0.7338,0.8861,BEARISH,30.110470614699587,MAKER,-1.3093,1033365231.731,0.3513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17.415316423550735,2.536,-0.4139,3.0,15.2,34.22,39.16,CHOPPY_WEAK,-0.0113,True,-0.2285,4.32626310865158,TAKER,,2.527,0.3715,,,,,,6.06,-0.5364,3.05,-0.3391,,,False,,2.536,6,482.40791643760303,True,20.0,2.518,,,9648.15832875206,2026-05-27T01:28:06,NEARUSDT,UNMATCHED,,,0.7303,0.0,-0.2285,0.6470985804416497,2026-05-27T01:58:54.690170,2026-05-27T01:57:30.352657,,2026-05-27T01:58:32.918863,,,,,,0.2525,2026-05-27T01:59:30.684041,0.213,2026-05-27T01:59:31.695424,0.1736,2026-05-27T02:01:09.640944,0.1736,2026-05-27T02:01:09.640944,0.1736,2026-05-27T02:01:09.640944,0.1736,2026-05-27T02:01:09.640944,0.1736,2026-05-27T02:01:09.640944,28.177377918500948,0.2920492902208161,,,,,1.1594,,,2.21,2.7761,0.6862,0.3313,0.213,2.3424,0.6073,,,2026-05-27T01:58:55.175768,0.4891,23.68,1.9875,26.71,2.2241,2.531,2.464,2026-05-27T02:01:07.627006,2026-05-27T02:30:36.262466,,,31.68,0.1342,,,3804.478836258699,,,2026-05-27T01:47:47.688804,-0.418,,,True,,False,,CLOSED,6.062931607826951,,0.2920492902208161,0,-0.0949,-0.6152988958990455,2026-05-27T01:33:48.249768
